company_name,sector,stage,Amount,location,description,ï»¿Company/Brand,Investor,Year
Airblack,IT startup,Series A,5200000.0,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.,,"Edge Ventures, Elevation Capital",2021
NIRAMAI,HealthCare,Series A,3000000.0,Bangalore,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",,CDC Group,2021
Intervue,SaaS,Seed,3000000.0,New Delhi,World's fastest collaborative environment to take tech interviews.,,"Titan Capital, Kunal Shah",2021
Nestroots,Fashion,Seed,100000.0,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",,We Founder Circle,2021
Detect Technologies,Automation,Seed,12000000.0,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,,"Accel Partners, Elevation Capital",2021
CredR,Automotive,Seed,6500000.0,Bangalore,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",2021
Fourth Partner Energy,Energy,Seed,125000000.0,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",,"Norfund, The Rise Fund",2021
TABLT,HealthCare,Seies A,3000000.0,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,,Siti Cable,2021
Hesa,IT startup,Seed,2000000.0,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,,"Venture Catalysts, 9unicorns",2021
Powerhouse91,Consumer goods,Seed,3000000.0,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",,Crossbeam Venture Partners,2021
Nalanda Learning,EdTech,Seed,5000000.0,Kolkata,India's 1st Online Preschool with Blended Learning Model,,Aavishkaar Capital,2021
Chargeup,CleanTech,Pre-series A,3000000.0,New Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers",,Mapmyindia,2021
Knackit,IT startup,Pre-series A,100000.0,Bangalore,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,,Jyoti Bansal,2021
Treebo Hotels,Hospitality,Series D,16000000.0,Bangalore,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,,Accor,2021
Raptee Energy,Automotive,Series D,700000.0,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,,Inflection Point Ventures,2021
Meddo,HealthCare,Series D,6000000.0,Gurugram,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,,"SRI Capital, Picus Capital, Alkemi Capital",2021
Supertails,Pet care,Pre-series A,2600000.0,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,,"Saama Capital, DSG Consumer Partners",2021
SkilloVilla,EdTech,Seed,300000.0,Bangalore,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,,Titan Capital,2021
Cancer Clinics,HealthCare,Pre-series A,1500000.0,Telugana,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",,Axilor,2021
Velocity,FinTech,Seed,1300000.0,Bangalore,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,,Valar Ventures,2021
Happy Jars,Food & Beverages,Seed,400000.0,New Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",,Inflection Point Ventures,2021
Inshorts,Entertainment,Seed,40000000.0,Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,,"Addition, SIG Global India Fund",2021
ExtraaEdge,Marketing,Pre-series A,1000000.0,Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,,"9Unicorns Accelerator Fund, Indian Angel Network",2021
Zotalabs,Tech Startup,Seed,1250000.0,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,,Alfa Ventures,2021
Voiro,Advertisement,Pre-series A,1800000.0,Bangalore,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,,1Crowd,2021
Dream Sports,Gaming,Pre-series A,400000000.0,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",,"TCV, D1 Capital Partners, Falcon Edge.",2021
Safex Chemicals,Agriculture,Pre-series A,50000000.0,New Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,,BanyanTree Finance Pvt. Ltd.,2021
Instoried,Content creation,Pre-series A,3000000.0,Bangalore,Instoried is an augmented writing platform which improves customer interest and engagement.,,"EXPERT DOJO, Mumbai Angels",2021
Rupifi,FinTech,Pre-series A,4100000.0,Bangalore,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,,Quona Capital,2021
Moneyboxx,FinTech,Series B,3000000.0,Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,,"Ashv Finance, BlackSoil Capital",2021
CityMall,E-commerce,Series A,11000000.0,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,,"WaterBridge Ventures, SAIF Partners",2021
Janani,Heathcare,Seed,1000000.0,Bangalore,Janani.ai is a fertility care provider.,,"Sweta Rau, 9Unicorns Accelerator Fund",2021
ReshaMandi,Agriculture,Seed,1700000.0,Bangalore,India's 1st award winning technology led digital ecosystem for Silk,,"Omnivore, Strive Ventures",2021
Bombay Shaving Company,Lifestyle,Seed,2000000.0,New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",,"Rajesh Sud, KULDEEP JAIN",2021
DotPe,FinTech,Series A,27000000.0,Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,,"PayU, Google",2021
Homingos,Augmented reality,Series A,3000000.0,Bangalore,Homingos is an Augmented reality (AR)-based social networking platform.,,"Sundi Natarajan, Srinivas Anumolu",2021
Anar Business Community,Tech Startup,Series A,3000000.0,Mumbai,Anar is a communications and networking platform for businesses around the world.,,"Titan Capital, First Cheque",2021
Five Star Finance,FinTech,Series A,234000000.0,Chennai,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,,"TPG Capital Asia, Epiq Capital",2021
Settlrs,Rental space,Pre-series A,3000000.0,Bangalore,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",,MaGEHold Pte. Ltd.,2021
BYJU'S,EdTech,Series F,460000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,,"BlackRock, Owl Ventures",2021
Annapurna Finance,FinTech,Series F,30000000.0,Bhubaneswar,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,,"Asian Development Bank, Oman India Joint Investment Fund",2021
HealthPlix,HealthCare,Series B,13500000.0,Bangalore,HealthPlix is a healthtech startup,,"JSW Ventures, Kalaari Capital",2021
Masai School,EdTech,Series A,5000000.0,Bangalore,Masai School is a job-oriented software training services.,,"Unitus Ventures, Omidyar Network India",2021
Bewakoof,D2C,Series A,4000000.0,Mumbai,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",,"IvyCap Ventures, Pratithi Investment Trust",2021
IndiaLends,FinTech,Series A,5100000.0,New Delhi,IndiaLends is a digital lending and borrowing marketplace.,,"ACPI Investments, AdvantEdge Founders",2021
Stelis Biopharma,BioTechnology,Series B,195000000.0,Bangalore,Stelis Biopharma is a vertically integrated biopharmaceutical company.,,"RouteOne, Mankekar Family Office",2021
Tilt,Bike Rental,Series B,125000.0,Bangalore,A bike-share for Indian campuses,,Y Combinator,2021
NeoDove,AI startup,Seed,15000000.0,Jaipur,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",,India Quotient,2021
Zaara Biotech,BioTechnology,Seed,10000000.0,Kottayam,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,,TCN International Commerce,2021
KreditBee,FinTech,Seed,75000000.0,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,,"Alpine Capital, PremjiInvest",2021
True Balance,FinTech,Series B,10000000.0,Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,,"Bon Angels Venture Partners, Daesung Private Equity",2021
Muvin,FinTech,Seed,1000000.0,Bangalore,Youth Neobank enabling financial solutions for the teenagers and young people,,Inflection Point Ventures,2021
Purplle,Beauty products,Seed,45000000.0,Mumbai,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",,"Spring Marketing Capital, Verlinvest",2021
FloBiz,Tech Startup,Series A,10000000.0,Bangalore,India’s first neobusiness platform,,Elevation Capital,2021
Jeevam Health,Health care,Pre-seed,1500000.0,New Delhi,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,,Y Combinator,2021
NewLink Group,Tech Startup,Pre-seed,200000000.0,Beijing,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,,Bain Capital,2021
OZiva,Heathcare,Series B,12000000.0,Mumbai,OZiva is a plant-based Clean Nutrition Brand.,,"F-Prime Capital, Eight Roads Ventures India",2021
Blive,Travel,Pre-series A,1000000.0,Panaji,B: Live is an electric vehicle tourism startup.,,"Mumbai Angels, DNA Entertainment Networks",2021
Nazara Technologies,Gaming,Pre-series A,30000000.0,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",,"Hornbill Capital Advisers, Plutus Wealth Management",2021
Euler Motors,Automotive,Series A,2600000.0,New Delhi,Electric Light Commercial Vehicle,,"ADB Ventures, Jetty Ventures",2021
Pixxel,SpaceTech,Seed,7300000.0,Bangalore,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,,"Techstars, Ryan Johnson",2021
Prescinto,Energy,Seed,3500000.0,Gujarat,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,,"Venture Catalysts, 9Unicorns Accelerator Fund",2021
MyGlamm,Beauty products,Series C,20000000.0,Mumbai,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,,Bessemer Venture Partners,2021
Chirrup,Gaming,Pre-seed,300000.0,Bangalore,Video integrated social-gaming platform,,"Titan Capital, iSeed, First Cheque, 3.0 Fund.",2021
Policybazaar,Insurance,Pre-seed,75000000.0,Gurugram,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,,"Falcon Edge Capital, White Oak Global Advisors",2021
Livve Homes,Rental space,Pre-seed,5000000.0,Bangalore,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",,Angel investors,2021
Juicy Chemistry,HealthCare,Series A,6300000.0,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,,Akya Ventures,2021
Svasti Microfinance,FinTech,Series A,4000000.0,Mumbai,Svasti works with urban slum dwellers women microentrepreneurs.,,"Kayenne Ventures, Nordic Microfinance Initiative",2021
Nexprt,Consulting,Series A,2000000.0,New Delhi,Nexprt Solutions offers end-to-end and 100% customized import solutions.,,Titan Capital,2021
Wysa,AI startup,Series A,3000000.0,Bangalore,Wysa is an AI conversational agent that has been shown to help improve mental health,,"Kae Capital, Pi Ventures",2021
Ankur capital,FinTech,Series A,40000000.0,Mumbai,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,,Inflection Point Ventures,2021
Indifi,FinTech,Series B,5000000.0,Gurugram,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,,"Elevar Equity, Accel India",2021
Firmway,FinTech,Pre-seed,3000000.0,Mumbai,Firmway is a platform that digitizes balance confirmation and reconciliation process.,,Inflection Point Ventures,2021
Say Cheese,FemTech,Seed,1000000.0,Mumbai,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",,Inflection Point Ventures,2021
Indic Inspirations,Cultural,Seed,300000.0,Pune,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",,Marquee investors,2021
Bimaplan,FinTech,Seed,500000.0,Mumbai,Affordable insurance for the next billion Indians,,"Titan Capital, Y Combinator",2021
YAP,FinTech,Series B,10000000.0,Chennai,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,,"Jitendra Gupta, Better Capital",2021
Leap Finance,FinTech,Series B,17000000.0,Bangalore,Leap Finance is a fintech startup for Indian students pursuing international higher education,,Jungle Ventures,2021
BlackSoil NBFC,FinTech,Series B,3000000.0,Mumbai,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,,Inflection Point Ventures,2021
OYO,Hospitality,Series B,200000000.0,Gurugram,OYO operates a branded network of hotels designed to offer standardized stay experiences.,,Hindustan Media Venture,2021
Max Healthcare,HealthCare,Series B,140000000.0,New Delhi,Max Healthcare is one of the leading chain of hospitals in India.,,"Radiant Life Care Private Ltd, Life Healthcare",2021
4baseCare,HealthTech,Pre-series A,2000000.0,Bangalore,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,,"Mount Judi Ventures, growX Ventures, Season Two Ventures",2021
Ezstays,EdTech,Seed,400000.0,New Delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",,Richard Rekhy,2021
Stylework,Co-working,Pre-series A,500000.0,Gurugram,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,,Inflection Point Ventures,2021
Kinara Capital,FinTech,Pre-series A,6000000.0,Bangalore,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,,"GAWA Capital, Gaja Capital",2021
Riskcovry,InsureTech,Series A,5000000.0,Bangalore,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",,"Better Capital, Bharat Inclusion Seed Fund",2021
NODWIN,Gaming,Series A,20000000.0,Gurugram,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,,Krafton,2021
Quizizz,EdTech,Series A,12500000.0,Bangalore,Quizizz is a Education based startup,,"Eight Roads Ventures India, Nexus Venture Partners",2021
Ecom Express,E-commerce,Series A,20000000.0,New Delhi,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,,"CDC Group, Partners Group",2021
Turtlemint,InsureTech,Series D,45000000.0,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,,Jungle Ventures,2021
Captain Fresh,Supply chain platform,Seed,3000000.0,Bangalore,Captain Fresh is a freshwater fish and seafood supply chain platform.,,"Matrix Partners India, Ankur Capital",2021
Northern Arc,FinTech,Series B,10000000.0,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,,"U.S. International Development Finance Corp, Asian Development Bank",2021
Qoohoo,Social platform,Seed,800000.0,Bangalore,A platform for creators to build immersive connections with their fans and followers and monetize them.,,Angel investors,2021
IGL,Gaming,Seed,500000.0,Mumbai,Indian Gaming League is the premier eSports platform in India.,,"Hungama, Hindustan Talkies",2021
AMPM,E-commerce,Seed,200000.0,Gurugram,24*7 convenience store,,Agility Venture Partners,2021
The ePlane,Drone,Seed,1000000.0,Chennai,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",,"Speciale Invest, Farid Ahsan",2021
Cashify,E-commerce,Seed,15000000.0,Gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,,"Bessemer Venture Partners, CDH Investments",2021
Bijnis,B2B service,Seed,3000000.0,New Delhi,Digitizing the Factories of the Unorganised Industries.,,"Sequoia Capital India, Matrix Partners India",2021
Questt,EdTech,Seed,1000000.0,Gurugram,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,,"Chiratae Ventures, AET Fund",2021
DealShare,E-commerce,Series B,3000000.0,Jaipur,DealShare is a Social Commerce Startup,,"Omidyar Network, Falcon Edge Capital",2021
Euler Motors,Automotive,Series A,4000000.0,New Delhi,Electric Light Commercial Vehicle,,"Jetty Ventures, Srinivas Anumolu",2021
Blume Ventures,FinTech,Series A,40000000.0,Mumbai,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,,Avendus,2021
KoineArth,Blockchain startup,Pre-series A,1800000.0,Bangalore,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",,YourNest,2021
ImaginXP,EdTech,Pre-series A,1500000.0,Pune,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,,Venture Catalysts,2021
Virohan,EdTech,Pre-series A,3000000.0,Gurugram,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,,"National Skill Development Corporation, Rianta Capital",2021
Apna.co,Recruitment,Pre-series A,12500000.0,Bangalore,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,,"Sequoia Capital India, Rocketship.vc",2021
ideaForge,Drone,Pre-series A,2000000.0,Mumbai,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,,"Infosys, Qualcomm Ventures",2021
Clairco,CleanTech,Pre-series A,500000.0,Bangalore,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,,"Real Estate Accelerator Program (REAP), AngelList",2021
Northern Arc,FinTech,Series B,50000000.0,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,,"Asian Development Bank, U.S. International Development Finance Corp",2021
Lenskart,Fashion,Series B,95000000.0,Faridabad,Lenskart is an India-based online shopping portal for eyewear.,,"Kohlberg Kravis Roberts, Temasek Holdings",2021
ParkSmart,Automotive,Seed,3000000.0,New Delhi,ParkSmart is a parking management application.,,"Shireen Rangaswamy, Dilesh Gathani",2021
Virohan,EdTech,Series A,3000000.0,Gurugram,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,,"Rebright Partners, Wadhwani Foundation",2021
BankSathi,FinTech,Seed,200000.0,New Delhi,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",,"Dinesh Godara, Aditya Talwar",2021
Spark Studio,EdTech,Seed,3000000.0,Bangalore,Online courses to build creativity and confidence in children through extra-curricular learning,,Better Capital,2021
BlissClub,Fashion,Seed,2000000.0,Bangalore,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",,Elevation Capital,2021
BricSpaces,Real Estate,Pre-seed,350000.0,Bangalore,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",,Angel investors,2021
ANSR,Consulting,Series B,15000000.0,Bangalore,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",,"Sistema Asia Capital, Evolvence India Fund",2021
Keito,AI company,Seed,3000000.0,Pune,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",,"Rajesh Agarwal, Nandkishore Mundada",2021
Reccy Adventures,Sports startup,Seed,400000.0,Gurugram,Reccy Adventures is an adventure sports startup.,,"Kallol Banerjee, Jaydeep Barman",2021
Magenta EV,CleanTech,Series A,15000000.0,Mumbai,Magenta is in the business of Enabling electric mobility & Making electricity clean,,"JITO Angel Network, LetsVenture",2021
Karbon Card,FinTech,Pre-series A,1000000.0,Bangalore,Karbon Card is a financial platform for Indian entrepreneurs.,,"MyAsia VC, Orios Venture Partners",2021
Wysa,AI company,Series A,5000000.0,Bangalore,Wysa is an AI conversational agent that has been shown to help improve mental health,,"W Health Ventures, Pi Ventures",2021
Agnikul,SpaceTech,Series A,11000000.0,Chennai,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",,"Artha India Ventures, Sriram Krishnan",2021
LegalPay,FinTech,Seed,3000000.0,New Delhi,A trusted financial partner for advocates and corporate.,,9Unicorns,2021
Glamplus,SaaS,Pre-series A,200000.0,Bangalore,India's #1 SaaS based Salon experience Software,,Inflection Point Ventures,2021
Tekie,EdTech,Seed,1500000.0,Gurugram,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",,"GSV, Multiply Ventures",2021
Asirvad Microfinance,FinTech,Seed,15000000.0,Chennai,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,,"WorldBusiness Capital, Northern Arc",2021
Avalon Labs,FinTech,Pre-series A,3000000.0,Bangalore,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",,"Tanglin Ventures, Better Capital, Whiteboard Capital",2021
Betterhalf.ai,Matrimony,Pre-series A,3000000.0,Bangalore,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,,"Y Combinator, Rehan A Khan",2021
Koo,Social Media,Series B,30000000.0,Bangalore,Koo App operates as a microblogging app.,,"Balaji Srinivasan, Naval Ravikant",2021
Rezo.ai,AI startup,Seed,3000000.0,Noida,Conversational AI platform - Innovate the way you communicate,,"Devesh Sachdev, Bhavesh Manglani",2021
Mentoria,EdTech,Pre-series A,200000.0,Mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,,"Pradeep K Jaisingh, Jayant Mehrotra",2021
Cuvette Tech,HR,Seed,1800000.0,Bangalore,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,,"Varun Alagh, Harish Daiya",2021
Clensta,BioTechnology,Seed,600000.0,New Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,,"IAN Fund, World Startup Factory",2021
FarMart,Agriculture,Pre-series A,24000000.0,Gurugram,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,,"Omidyar Network India, Avaana Capital",2021
Kodo Card,FinTech,Seed,8000000.0,Mumbai,Kodo card is a corporate card for new economy businesses in India.,,"Brex, Y-Combinator",2021
Polygon,Crypto,Seed,3000000.0,Mumbai,Polygon is a blockchain scalability platform.,,"Mark Cuban, MiH Ventures",2021
Get My Parking,Mobility,Seed,6000000.0,New Delhi,"Get My Parking, is a B2B Platform-as-a-Service company.",,"IvyCap Ventures, IAN Fund",2021
Cellestial,Electronics,Pre-series A,500000.0,Hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,,"Gurj Aujla, Ashik K",2021
FanCode,Sports startup,Pre-series A,50000000.0,Mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",,Dream Sports,2021
Jai Kisan,FinTech,Series A,30000000.0,Mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,,"The Chatterjee Group, Prophetic Ventures",2021
Plum,HealthCare,Series A,15000000.0,Bangalore,High quality health insurance and health benefits,,"Harsh Jain, Lalit Keshre",2021
ThatMate,HealthCare,Series A,140000.0,Satara,ThatMate is a sexual and mental wellness app for teens.,,"Supriya Kumari, Premanshu Singh",2021
Klassroom,EdTech,Pre-series A,200000.0,Mumbai,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,,ah! Ventures,2021
Convin,SaaS,Pre-seed,300000.0,Bangalore,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,,"9Unicorns Accelerator Fund, Sunder Nookala",2021
Mensa Brands,Clothing,Series A,50000000.0,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",2021
Disruptium,Consulting,Series A,200000.0,Ahmadabad,A consultancy platform for startups,,Pravesh Mehta,2021
MedTel Healthcare,HealthCare,Pre-series A,5000000.0,Orissia,An aggregator for Digital Health Clinics in low resource settings.,,Inflection Point Ventures,2021
Pickright Technologies,FinTech,Pre-series A,200000.0,Bangalore,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,,"Gaurav Gupta, Vivek Srivatsav",2021
Ingenium,EdTech,Seed,3000000.0,New Delhi,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,,Lead Angels,2021
BharatPe,FinTech,Series B,6000000.0,New Delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",,"Amplo, Insight Partners",2021
RuleZero,Tech Startup,Seed,1000000.0,Bangalore,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,,"Induslaw, Reddy Futures",2021
Rubix Data Sciences,IT startup,Seed,800000.0,Mumbai,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",,Inflection Point Ventures,2021
Locobuzz,Analytics,Series A,4000000.0,Mumbai,LocoBuzz is an analytics-based integrated marketing platform.,,Yuj Ventures,2021
We Founder Circle,FinTech,Pre-seed,2000000.0,Mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",,Geekster,2021
Haqdarshak,Finance,Pre-series A,800000.0,Jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,,"Manish Subramaniam, Upaya Social Ventures",2021
Celcius,Logistics,Seed,3000000.0,Mumbai,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,,Eaglewings Ventures,2021
Enthu.ai,AI startup,Seed,200000.0,Chandigarh,Enthu.AI operates as a conversation intelligence startup.,,Appit Simple Infotek,2021
Myelin Foundry,AI startup,Pre-series A,1000000.0,Bangalore,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",,Beyond Next Ventures,2021
SuperOps.ai,AI startup,Seed,3000000.0,Chennai,SuperOps.ai is an early stage startup in the MSP space.,,"Ramakant Sharma, Elevation Capital",2021
6Degree,Retail,Seed,1000000.0,Mumbai,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,,"Keiretsu Forum, SucSEED Venture Partners",2021
Teachmint,EdTech,Series A,16500000.0,Bangalore,Teachmint is an online learning platform that focuses on tutor-student connectivity.,,"Lightspeed India Partners, CM Ventures",2021
Sarathi,HealthCare,Seed,100000.0,Jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",,Inflection Point Ventures,2021
Jidoka Technologies,Software,Seed,340000.0,Chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",,Inflection Point Ventures,2021
Rapido,Logistics,Series C,43000000.0,Bangalore,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,,"Skycatcher, Nexus Venture Partners",2021
BYJU'S,EdTech,Series C,150000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,,"Tiga Investments, Baron Capital",2021
ElasticRun,E-commerce,Series D,75000000.0,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,,"Avataar Venture Partners, Kalaari Capital",2021
Avail Finance,FinTech,Series B,3000000.0,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,,"Alteria Capital, Matrix Partners India",2021
Nivesh,FinTech,Pre-series A,1600000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,,"Raghav Kapur, Indian Angel Network",2021
Thingsup,IoT platform,Pre-series A,1000000.0,Pune,Thingsup is an Enterprise Grade IoT Platform.,,GSF Accelerator,2021
Arthya Wealth and Investments,FinTech,Pre-series A,1000000.0,Mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",,"Rishi Kumar Bagla, Krishen Lal Khanna",2021
Zepto,E-commerce,Pre-series A,60000000.0,Mumbai,Grocery delivery startup,,"Glade Brook Capital, Nexus, Y Combinator",2021
Fi,Finance,Series B,50000000.0,Bangalore,Fi is a neo bank.,,"Capital Group, Falcon Edge",2021
